normalized_label,country_count,variable_count,countries,variables,examples
pentavalent 1 month,27,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h3m_1 | h3m_2 | h3m_3 | h3m_4 | h3m_5 | h3m_6 | h51m_1 | h51m_2 | h51m_3 | h51m_4 | h51m_5 | h51m_6 | s506p1m_1 | s506p1m_2 | s506p1m_3 | s506p1m_4 | s506p1m_5 | s506p1m_6 | spt1m_1 | spt1m_2 | spt1m_3 | spt1m_4 | spt1m_5 | spt1m_6 | spv1m_1 | spv1m_2 | spv1m_3 | spv1m_4 | spv1m_5 | spv1m_6,pentavalent 1 month
pentavalent 1 year,27,24,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h3y_1 | h3y_2 | h3y_3 | h3y_4 | h3y_5 | h3y_6 | h51y_1 | h51y_2 | h51y_3 | h51y_4 | h51y_5 | h51y_6 | spt1y_1 | spt1y_2 | spt1y_3 | spt1y_4 | spt1y_5 | spt1y_6 | spv1y_1 | spv1y_2 | spv1y_3 | spv1y_4 | spv1y_5 | spv1y_6,pentavalent 1 year
pentavalent 2 day,27,24,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h52d_1 | h52d_2 | h52d_3 | h52d_4 | h52d_5 | h52d_6 | h5d_1 | h5d_2 | h5d_3 | h5d_4 | h5d_5 | h5d_6 | spt2d_1 | spt2d_2 | spt2d_3 | spt2d_4 | spt2d_5 | spt2d_6 | spv2d_1 | spv2d_2 | spv2d_3 | spv2d_4 | spv2d_5 | spv2d_6,pentavalent 2 day
pentavalent 2 month,27,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h52m_1 | h52m_2 | h52m_3 | h52m_4 | h52m_5 | h52m_6 | h5m_1 | h5m_2 | h5m_3 | h5m_4 | h5m_5 | h5m_6 | s506p2m_1 | s506p2m_2 | s506p2m_3 | s506p2m_4 | s506p2m_5 | s506p2m_6 | spt2m_1 | spt2m_2 | spt2m_3 | spt2m_4 | spt2m_5 | spt2m_6 | spv2m_1 | spv2m_2 | spv2m_3 | spv2m_4 | spv2m_5 | spv2m_6,pentavalent 2 month
pentavalent 2 year,27,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h52y_1 | h52y_2 | h52y_3 | h52y_4 | h52y_5 | h52y_6 | h5y_1 | h5y_2 | h5y_3 | h5y_4 | h5y_5 | h5y_6 | s506p2y_1 | s506p2y_2 | s506p2y_3 | s506p2y_4 | s506p2y_5 | s506p2y_6 | spt2y_1 | spt2y_2 | spt2y_3 | spt2y_4 | spt2y_5 | spt2y_6 | spv2y_1 | spv2y_2 | spv2y_3 | spv2y_4 | spv2y_5 | spv2y_6,pentavalent 2 year
pentavalent 3 day,27,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h53d_1 | h53d_2 | h53d_3 | h53d_4 | h53d_5 | h53d_6 | h7d_1 | h7d_2 | h7d_3 | h7d_4 | h7d_5 | h7d_6 | s506p3d_1 | s506p3d_2 | s506p3d_3 | s506p3d_4 | s506p3d_5 | s506p3d_6 | spt3d_1 | spt3d_2 | spt3d_3 | spt3d_4 | spt3d_5 | spt3d_6 | spv3d_1 | spv3d_2 | spv3d_3 | spv3d_4 | spv3d_5 | spv3d_6,pentavalent 3 day
pentavalent 3 month,27,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h53m_1 | h53m_2 | h53m_3 | h53m_4 | h53m_5 | h53m_6 | h7m_1 | h7m_2 | h7m_3 | h7m_4 | h7m_5 | h7m_6 | s506p3m_1 | s506p3m_2 | s506p3m_3 | s506p3m_4 | s506p3m_5 | s506p3m_6 | spt3m_1 | spt3m_2 | spt3m_3 | spt3m_4 | spt3m_5 | spt3m_6 | spv3m_1 | spv3m_2 | spv3m_3 | spv3m_4 | spv3m_5 | spv3m_6,pentavalent 3 month
pentavalent 3 year,27,30,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,h53y_1 | h53y_2 | h53y_3 | h53y_4 | h53y_5 | h53y_6 | h7y_1 | h7y_2 | h7y_3 | h7y_4 | h7y_5 | h7y_6 | s506p3y_1 | s506p3y_2 | s506p3y_3 | s506p3y_4 | s506p3y_5 | s506p3y_6 | spt3y_1 | spt3y_2 | spt3y_3 | spt3y_4 | spt3y_5 | spt3y_6 | spv3y_1 | spv3y_2 | spv3y_3 | spv3y_4 | spv3y_5 | spv3y_6,pentavalent 3 year
pentavalent 4 day,17,12,Angola | Burkina Faso | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia | África do Sul,h67d_1 | h67d_2 | h67d_3 | h67d_4 | h67d_5 | h67d_6 | s508p4d_1 | s508p4d_2 | s508p4d_3 | s508p4d_4 | s508p4d_5 | s508p4d_6,na - pentavalent 4 day | pentavalent 4 day
pentavalent 4 month,17,12,Angola | Burkina Faso | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia | África do Sul,h67m_1 | h67m_2 | h67m_3 | h67m_4 | h67m_5 | h67m_6 | s508p4m_1 | s508p4m_2 | s508p4m_3 | s508p4m_4 | s508p4m_5 | s508p4m_6,na - pentavalent 4 month | pentavalent 4 month
pentavalent 4 year,17,12,Angola | Burkina Faso | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia | África do Sul,h67y_1 | h67y_2 | h67y_3 | h67y_4 | h67y_5 | h67y_6 | s508p4y_1 | s508p4y_2 | s508p4y_3 | s508p4y_4 | s508p4y_5 | s508p4y_6,na - pentavalent 4 year | pentavalent 4 year
pentavalent1 year,1,6,Ruanda,s506p1y_1 | s506p1y_2 | s506p1y_3 | s506p1y_4 | s506p1y_5 | s506p1y_6,pentavalent1 year
pentavalentl 2 day,1,6,Ruanda,s506p2d_1 | s506p2d_2 | s506p2d_3 | s506p2d_4 | s506p2d_5 | s506p2d_6,pentavalentl 2 day
penultimate vitamin a day,1,6,Zimbábue,sd58pa_1 | sd58pa_2 | sd58pa_3 | sd58pa_4 | sd58pa_5 | sd58pa_6,penultimate vitamin a day
penultimate vitamin a month,1,6,Zimbábue,sm58pa_1 | sm58pa_2 | sm58pa_3 | sm58pa_4 | sm58pa_5 | sm58pa_6,penultimate vitamin a month
penultimate vitamin a year,1,6,Zimbábue,sy58pa_1 | sy58pa_2 | sy58pa_3 | sy58pa_4 | sy58pa_5 | sy58pa_6,penultimate vitamin a year
people are cleaning up their environment,1,1,Guiné,s514a,people are cleaning up their environment
people at risk of malaria adults,1,1,Serra Leoa,s506b,people at risk of malaria: adults
people at risk of malaria anyone,1,1,Serra Leoa,s506e,people at risk of malaria: anyone
people at risk of malaria children,1,1,Serra Leoa,s506a,people at risk of malaria: children
people at risk of malaria don t know,1,1,Serra Leoa,s506z,people at risk of malaria: don't know
people at risk of malaria old adults,1,1,Serra Leoa,s506d,people at risk of malaria: old adults
people at risk of malaria other,1,1,Serra Leoa,s506x,people at risk of malaria: other
people at risk of malaria pregnant women,1,1,Serra Leoa,s506c,people at risk of malaria: pregnant women
people can protect againstt aids by having one partner,1,1,Tanzânia,s804,people can protect againstt aids by having one partner
people can protect themselves by using condom,1,1,Tanzânia,s806,people can protect themselves by using condom
people can reduce chance of getting aids virus by not having sex at all,1,1,Malaui,s1004a,people can reduce chance of getting aids virus by not having sex at all
people die of hiv aids,1,1,São Tomé e Príncipe,s908a,people die of hiv/aids
people hesitate to take hiv test because reaction of other people if positi,17,1,Angola | Burkina Faso | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia | África do Sul,v857b,na - people hesitate to take hiv test because reaction of other people if positi
people hesitate to take hiv test because reaction of other people if positive,18,1,Angola | Benin | Burundi | Camarões | Etiópia | Gabão | Guiné | Gâmbia | Libéria | Madagascar | Malaui | Mali | Nigéria | Ruanda | Senegal | Serra Leoa | Zimbábue | Zâmbia,v857b,na-people hesitate to take hiv test because reaction of other people if positive | people hesitate to take hiv test because reaction of other people if positive
people in your community are afraid to go to health facilities when they have fe,1,1,Camarões,s517,people in your community are afraid to go to health facilities when they have fe
people most affected by malaria adults,1,1,Malaui,s506b,people most affected by malaria: adults
people most affected by malaria children,1,1,Malaui,s506a,people most affected by malaria: children
people most affected by malaria does not know,1,1,Malaui,s506z,people most affected by malaria: does not know
people most affected by malaria elderly,1,1,Malaui,s506d,people most affected by malaria: elderly
people most affected by malaria everyone,1,1,Malaui,s506e,people most affected by malaria: everyone
people most affected by malaria other,1,1,Malaui,s506x,people most affected by malaria: other
people most affected by malaria pregnant women,1,1,Malaui,s506c,people most affected by malaria: pregnant women
people most likely to get malaria adults,2,3,Burundi | Libéria,s503c | s503d | s703c,people most likely to get malaria: adults
people most likely to get malaria children,2,2,Burundi | Libéria,s503a | s703a,people most likely to get malaria: children
people most likely to get malaria children under 5 years,1,1,Burundi,s503b,people most likely to get malaria: children under 5 years
people most likely to get malaria does not know,2,2,Burundi | Libéria,s503z | s703z,people most likely to get malaria: does not know
people most likely to get malaria elderly,2,3,Burundi | Libéria,s503d | s503e | s703d,people most likely to get malaria: elderly
people most likely to get malaria everyone,2,3,Burundi | Libéria,s503e | s503f | s703e,people most likely to get malaria: everyone
people most likely to get malaria pregnant women,2,3,Burundi | Libéria,s503b | s503c | s703b,people most likely to get malaria: pregnant women
people only get malaria during the rainy season,2,2,Guiné | Madagascar,s505 | s660,people only get malaria during the rainy season
people talk badly about people with or believed to have hiv,27,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,v857c,na - people talk badly about people with or believed to have hiv | na-people talk badly about people with or believed to have hiv | people talk badly about people with or believed to have hiv
people who have hiv can trasmit the virus to other people while they are taking,1,1,Moçambique,s529a,people who have hiv can trasmit the virus to other people while they are taking 
people with aids are immoral,1,1,Malaui,s816a,people with aids are immoral
people with aids be told status,1,1,África do Sul,s804aa,people with aids be told status
people with aids shoud be ashamed,1,1,Guiné,s840,people with aids shoud be ashamed
people with aids should be,1,2,Gana,v847 | v848,people with aids should be -na
people with aids should be ashamed,1,1,Ruanda,s840,people with aids should be ashamed
people with aids should be ashamed of themselves,22,1,Angola | Benin | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zimbábue | Zâmbia,v847,[na] people with aids should be ashamed of themselves | na - people with aids should be ashamed of themselves | people with aids should be ashamed of themselves
people with aids should be ashamed of thenselves,1,1,Tanzânia,s840,people with aids should be ashamed of thenselves
people with aids should be blamed for bringing disease,4,1,Angola | Congo (Brazzaville) | Madagascar | Ruanda,v848,na - people with aids should be blamed for bringing disease 
people with aids should be blamed for bringing disease to co,8,1,Benin | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Namíbia | Níger | Serra Leoa | Zâmbia,v848,people with aids should be blamed for bringing disease to co
people with aids should be blamed for bringing disease to community,11,1,Eswatini (Suazilândia) | Lesoto | Libéria | Malaui | Mali | Moçambique | Nigéria | Quênia | São Tomé e Príncipe | Tanzânia | Zimbábue,v848,[na] people with aids should be blamed for bringing disease to community | na - people with aids should be blamed for bringing disease to community | people with aids should be blamed for bringing disease to community
people with aids should be blamed for bringing the desease i,1,1,Tanzânia,s841,people with aids should be blamed for bringing the desease i
people with aids should continue working,1,1,Ruanda,s817a,people with aids should continue working
people with aids virus schould be blamed for bringing diseas,1,1,Etiópia,s916g,people with aids virus schould be blamed for bringing diseas
people with aids virus should be ashamed of themselves aids,1,1,Etiópia,s916f,people with aids virus should be ashamed of themselves (aids
people with hiv be told status,1,1,África do Sul,s804ab,people with hiv be told status
people with hiv should be a,1,1,Ruanda,v847,people with hiv should be a-na
people with hiv should be ashamed of themselves,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v847,NA - People with HIV should be ashamed of themselves | na - people with hiv should be ashamed of themselves | na-people with hiv should be ashamed of themselves | people with hiv should be ashamed of themselves
people with hiv should be b,1,1,Ruanda,v848,people with hiv should be b-na
people with hiv should be blamed for bringing disease to community,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v848,NA - People with HIV should be blamed for bringing disease to community | na - people with hiv should be blamed for bringing disease to community | na-people with hiv should be blamed for bringing disease to community | people with hiv should be blamed for bringing disease to community
people with hivshould be sit in a separate area,1,1,Tanzânia,s517b,people with hivshould be sit in a separate area
people with or believed to have hiv lose respect from other people,27,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,v857d,na - people with or believed to have hiv lose respect from other people | na-people with or believed to have hiv lose respect from other people | people with or believed to have hiv lose respect from other people
perceived risk of contracting hiv,1,1,Madagascar,s813b,perceived risk of contracting hiv
perceived risk of getting infected with hiv,1,1,Zâmbia,s907a,perceived risk of getting infected with hiv
perception of cost of drugs during last visit to csb,1,1,Madagascar,s333b,perception of cost of drugs during last visit to csb
performed breast self exam in last 12 months,1,2,Lesoto,s1012j | s1012l,performed breast self exam in last 12 months
performer,1,2,Mali,s554 | s558,performer
period did not come,1,1,Zimbábue,s317c,period did not come
period during last month,1,1,Mali,s221,period during last month
period of pregnant when received free bednet,1,6,Senegal,s425b_1 | s425b_2 | s425b_3 | s425b_4 | s425b_5 | s425b_6,period of pregnant when received free bednet
period of pregnant whwn received free bednet,1,6,Senegal,s425b_1 | s425b_2 | s425b_3 | s425b_4 | s425b_5 | s425b_6,period of pregnant whwn received free bednet
periodic abstinence,1,1,Moçambique,s807l,periodic abstinence
permitted to go cs,4,5,Camarões | Chade | Lesoto | Senegal,w130g | w130h | w130i | w130j | w130k,permitted to go: cs | permitted to go: cs - na
permitted to go outside the house,4,1,Camarões | Chade | Lesoto | Senegal,w130f,permitted to go: outside the house | permitted to go: outside the house - na
permitted to go to community center,4,1,Camarões | Chade | Lesoto | Senegal,w130c,permitted to go to: community center | permitted to go to: community center - na
permitted to go to friends,4,1,Camarões | Chade | Lesoto | Senegal,w130d,permitted to go to: friends | permitted to go to: friends - na
permitted to go to health center,4,1,Camarões | Chade | Lesoto | Senegal,w130b,permitted to go to: health center | permitted to go to: health center - na
permitted to go to market,4,1,Camarões | Chade | Lesoto | Senegal,w130a,permitted to go to: market | permitted to go to: market - na
permitted to go to religious places,4,1,Camarões | Chade | Lesoto | Senegal,w130e,permitted to go to: religious places | permitted to go to: religious places - na
persistant cough,1,1,Burkina Faso,s806g,persistant cough
person besides husband partner who forced respondent the very first time to ha,1,1,Ruanda,sdv24a,person (besides husband/partner) who forced respondent the very first time to ha
person carrying out the circumcision daughter,1,1,Níger,s562,person carrying out the circumcision (daughter)
person carrying out the circumcision respondent,1,1,Níger,s555,person carrying out the circumcision (respondent)
person child lives with,1,20,Quênia,s219_01 | s219_02 | s219_03 | s219_04 | s219_05 | s219_06 | s219_07 | s219_08 | s219_09 | s219_10 | s219_11 | s219_12 | s219_13 | s219_14 | s219_15 | s219_16 | s219_17 | s219_18 | s219_19 | s219_20,person child lives with
person female with aids allowed to continue teaching,1,1,Gana,v779,person (female) with aids allowed to continue teaching
person for fp information,1,1,Tanzânia,s616,person for fp information
person forced touch man private parts,1,1,África do Sul,s723,person forced touch man private parts
person getting aids influenced by number of partners,1,1,Etiópia,s1005,person getting aids influenced by number of partners
person giving postnatal care,2,12,Etiópia | Mali,s431_1 | s431_2 | s431_3 | s431_4 | s431_5 | s431_6 | s443_1 | s443_2 | s443_3 | s443_4 | s443_5 | s443_6,person giving postnatal care
person giving postnatal check on child,1,6,Etiópia,s447_1 | s447_2 | s447_3 | s447_4 | s447_5 | s447_6,person giving postnatal check on child
person last sought treatment from for fistula,4,3,Camarões | Etiópia | Quênia | Zâmbia,s1209 | s1309 | s480,person last sought treatment from for fistula
person made respondent have sex with other boyfriend,1,1,Zâmbia,s720kb,person made respondent have sex with other: boyfriend
person made respondent have sex with other brother,1,1,Zâmbia,s720ke,person made respondent have sex with other: brother
person made respondent have sex with other employer,1,1,Zâmbia,s720kl,person made respondent have sex with other: employer
person made respondent have sex with other father,1,1,Zâmbia,s720kc,person made respondent have sex with other: father
person made respondent have sex with other father in law,1,1,Zâmbia,s720ko,person made respondent have sex with other: father-in-law
person made respondent have sex with other female friend,1,1,Zâmbia,s720kj,person made respondent have sex with other: female friend
person made respondent have sex with other former boyfriend,1,1,Zâmbia,s720kq,person made respondent have sex with other: former boyfriend
person made respondent have sex with other former husband l,1,1,Zâmbia,s720kp,person made respondent have sex with other: former husband/l
person made respondent have sex with other husband live in,1,1,Zâmbia,s720ka,"person made respondent have sex with other: husband, live-in"
person made respondent have sex with other male friend,1,1,Zâmbia,s720ki,person made respondent have sex with other: male friend
person made respondent have sex with other mother,1,1,Zâmbia,s720kd,person made respondent have sex with other: mother
person made respondent have sex with other mother in law,1,1,Zâmbia,s720kn,person made respondent have sex with other: mother-in-law
person made respondent have sex with other other,1,1,Zâmbia,s720kx,person made respondent have sex with other: other
person made respondent have sex with other other female rel,1,1,Zâmbia,s720kh,person made respondent have sex with other: other female rel
person made respondent have sex with other other male relat,1,1,Zâmbia,s720kg,person made respondent have sex with other: other male relat
person made respondent have sex with other sister,1,1,Zâmbia,s720kf,person made respondent have sex with other: sister
person made respondent have sex with other stranger,1,1,Zâmbia,s720km,person made respondent have sex with other: stranger
person made respondent have sex with other teacher,1,1,Zâmbia,s720kk,person made respondent have sex with other: teacher
person most likely to come down with acute malaria adults,1,1,Angola,s503c,person most likely to come down with acute malaria - adults
person most likely to come down with acute malaria all the same,1,1,Angola,s503e,person most likely to come down with acute malaria - all the same
person most likely to come down with acute malaria children,1,1,Angola,s503a,person most likely to come down with acute malaria - children
person most likely to come down with acute malaria don t know,1,1,Angola,s503z,person most likely to come down with acute malaria - don't know
person most likely to come down with acute malaria elderly,1,1,Angola,s503d,person most likely to come down with acute malaria -  elderly
person most likely to come down with acute malaria other,1,1,Angola,s503x,person most likely to come down with acute malaria - other
person most likely to come down with acute malaria pregnant women,1,1,Angola,s503b,person most likely to come down with acute malaria - pregnant women
person most likely to get malaria adults,1,1,Nigéria,s403c,person most likely to get malaria: adults
person most likely to get malaria children,1,1,Nigéria,s403a,person most likely to get malaria: children
person most likely to get malaria don t know,1,1,Nigéria,s403z,person most likely to get malaria: don't know
person most likely to get malaria elderly,1,1,Nigéria,s403d,person most likely to get malaria: elderly
person most likely to get malaria everyone,1,1,Nigéria,s403e,person most likely to get malaria: everyone
person most likely to get malaria pregnant women,1,1,Nigéria,s403b,person most likely to get malaria: pregnant women
person on drugs alcohol,1,1,África do Sul,s707,person on drugs/alcohol
person or persons physically hurt you in the last 12 months,1,1,Ruanda,sdv18,person or persons physically hurt you in the last 12 months
person performing first postnatal checkup at place of delive,1,6,Etiópia,s438_1 | s438_2 | s438_3 | s438_4 | s438_5 | s438_6,person performing first postnatal checkup at place of delive
person s who made decision for daughter s circumcision,1,1,Quênia,s1015a,person(s) who made decision for daughter's circumcision
person s with whom discussed fp in last month brother,1,1,Benin,s715abe,person(s) with whom discussed fp in last month : brother
person s with whom discussed fp in last month cousin,1,1,Benin,s715abf,person(s) with whom discussed fp in last month : cousin
person s with whom discussed fp in last month daughter,1,1,Benin,s715abg,person(s) with whom discussed fp in last month : daughter
person s with whom discussed fp in last month father,1,1,Benin,s715abc,person(s) with whom discussed fp in last month : father
person s with whom discussed fp in last month father in law,1,1,Benin,s715abj,person(s) with whom discussed fp in last month : father in law
person s with whom discussed fp in last month friends neighbors,1,1,Benin,s715abk,person(s) with whom discussed fp in last month : friends/neighbors
person s with whom discussed fp in last month mother,1,1,Benin,s715abb,person(s) with whom discussed fp in last month : mother
person s with whom discussed fp in last month mother in law,1,1,Benin,s715abi,person(s) with whom discussed fp in last month : mother in law
person s with whom discussed fp in last month no one,1,1,Benin,s715aby,person(s) with whom discussed fp in last month : no-one
person s with whom discussed fp in last month other,1,1,Benin,s715abx,person(s) with whom discussed fp in last month : other
person s with whom discussed fp in last month sister,1,1,Benin,s715abd,person(s) with whom discussed fp in last month : sister
person s with whom discussed fp in last month son,1,1,Benin,s715abh,person(s) with whom discussed fp in last month : son
person s with whom discussed fp in last month spouse partner,1,1,Benin,s715aba,person(s) with whom discussed fp in last month : spouse/partner
person sought help from community health assistant,1,1,Zâmbia,mth18j,person sought help from: community health assistant
person sought help from community health worker fieldworker,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18d,na - person sought help from: community health worker/fieldworker | person sought help from: community health worker/fieldworker
person sought help from cs,5,7,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18j | mth18k | mth18l | mth18m | mth18n | mth18o | mth18p,na - person sought help from: cs
person sought help from current former spouse partner,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18f,na - person sought help from: current/former spouse/partner | person sought help from: current/former spouse/partner
person sought help from doctor medical personnel,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18a,na - person sought help from: doctor/medical personnel | person sought help from: doctor/medical personnel
person sought help from friend,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18h,na - person sought help from: friend | person sought help from: friend
person sought help from neighbor,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18i,na - person sought help from: neighbor | person sought help from: neighbor
person sought help from ngo cbo,1,1,Zâmbia,mth18l,person sought help from: ngo/cbo
person sought help from other,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18x,na - person sought help from: other | person sought help from: other
person sought help from other family member,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18g,na - person sought help from: other family member | person sought help from: other family member
person sought help from religious leader,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18e,na - person sought help from: religious leader | person sought help from: religious leader
person sought help from social service organization,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18b,na - person sought help from: social service organization | person sought help from: social service organization
person sought help from social worker,5,1,Congo (República Democrática) | Lesoto | Moçambique | Senegal | Zâmbia,mth18c,na - person sought help from: social worker | person sought help from: social worker
person sought help from traditional healer,1,1,Zâmbia,mth18k,person sought help from: traditional healer
person taking care of child,1,1,Moçambique,s724,person taking care of child
person to talk to most on fp,1,1,Tanzânia,s715a,person to talk to most on fp
person who administered the injection the last time,1,1,Etiópia,s1002aa,person who administered the injection the last time
person who applied insecticide,1,6,Benin,s465j_1 | s465j_2 | s465j_3 | s465j_4 | s465j_5 | s465j_6,person who applied insecticide
person who assisted at birth,1,6,Angola,s229b_1 | s229b_2 | s229b_3 | s229b_4 | s229b_5 | s229b_6,person who assisted at birth
person who beat most often,1,1,África do Sul,s706,person who beat most often
person who began the discussion about family planning,4,1,Burkina Faso | Camarões | Costa do Marfim | Togo,sr24,person who began the discussion about family planning
person who checked blood pressure,1,2,Lesoto,s1012f | s1012g,person who checked blood pressure
person who checked respondent before discharge,1,6,Gana,m64_1 | m64_2 | m64_3 | m64_4 | m64_5 | m64_6,person who checked respondent before discharge
person who checked respondent s health after discharge delivery at home,1,6,Gana,m68_1 | m68_2 | m68_3 | m68_4 | m68_5 | m68_6,person who checked respondent's health after discharge/delivery at home
person who consulted birth attendant,1,1,Gabão,s238od,person who consulted: birth attendant
person who consulted gynecologist,1,1,Gabão,s238oa,person who consulted: gynecologist
person who consulted matron,1,1,Gabão,s238of,person who consulted: matron
person who consulted midwife,1,1,Gabão,s238oc,person who consulted: midwife
person who consulted nganga,1,1,Gabão,s238oh,person who consulted: nganga
person who consulted nurse,1,1,Gabão,s238oe,person who consulted: nurse
person who consulted other,1,1,Gabão,s238ox,person who consulted: other
person who consulted other doctor,1,1,Gabão,s238ob,person who consulted: other doctor
person who consulted traditional birth attendant,1,1,Gabão,s238og,person who consulted: traditional birth attendant
person who forced responden,1,1,Congo (República Democrática),d127,person who forced responden-na
