normalized_label,country_count,variable_count,countries,variables,examples
2nd treatment for fever,1,6,Ruanda,s463cb_1 | s463cb_2 | s463cb_3 | s463cb_4 | s463cb_5 | s463cb_6,2nd treatment for fever
3rd bp measurement diastolic,1,1,Lesoto,sbp3s,3rd bp measurement : diastolic | 3rd bp measurement: diastolic
3rd bp measurement systolic,1,1,Lesoto,sbp3d,3rd bp measurement : systolic | 3rd bp measurement: systolic
3rd choice time for radio,1,1,Senegal,s337c,3rd choice time for radio
3rd drug taken for fever cough when 3 drugs,1,6,Gabão,s538d_1 | s538d_2 | s538d_3 | s538d_4 | s538d_5 | s538d_6,3rd drug taken for fever/cough when 3+ drugs
3rd response to fever,1,5,Malaui,s63b3_1 | s63b3_2 | s63b3_3 | s63b3_4 | s63b3_5,3rd response to fever
3rd to most recent sex part,1,1,Ruanda,v821c,3rd to most recent sex part-na
3rd to most recent sex partner younger the same age or older,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v821c,"3rd to most recent sex partner younger, the same age or older | NA - 3rd to most recent sex partner younger, the same age or older | na - 3rd to most recent sex partner younger, the same age or older | na-3rd to most recent sex partner younger, the same age or older"
3rd treatment for fever,1,6,Ruanda,s463cc_1 | s463cc_2 | s463cc_3 | s463cc_4 | s463cc_5 | s463cc_6,3rd treatment for fever
4th response to fever,1,5,Malaui,s63b4_1 | s63b4_2 | s63b4_3 | s63b4_4 | s63b4_5,4th response to fever
5inal say on making large household purchases,1,1,Mali,v743b,5inal say on making large household purchases
a doctor or healthcare personnel has already checked your blood pressure,1,1,Costa do Marfim,s1123,a doctor or healthcare personnel has already checked your blood pressure
a doctor or healthcare personnel has already checked your blood pressure in the,1,1,Costa do Marfim,s1124,a doctor or healthcare personnel has already checked your blood pressure in the 
a doctor or healthcare worker has prescribed medication to control the blood pre,1,1,Costa do Marfim,s1125,a doctor or healthcare worker has prescribed medication to control the blood pre
a doctor or other health professional prescribed drugs to control diabetes,1,1,Mali,s1119,a doctor or other health professional prescribed drugs to control diabetes
a doctor or other health professional prescribed drugs to control high blood pre,1,1,Mali,s1114,a doctor or other health professional prescribed drugs to control high blood pre
a donn de la bire local,1,1,Togo,rc416g,a donn de la bire local?
a donn de la bouillie de mil,1,1,Togo,rc416e,a donn de la bouillie de mil
a donn du tisane eso etc,1,1,Togo,rc416d,"a donn du tisane, eso, etc?"
a donn lait en poudre vache,1,1,Togo,rc416c,"a donn lait en poudre, vache?"
a female teacher infected with hiv but is not sick should be allowed to c,26,1,Benin | Burkina Faso | Burundi | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Zimbábue | Zâmbia | África do Sul,v779,"na - a female teacher infected with hiv, but is not sick, should be allowed to c"
a female teacher infected with hiv but is not sick should be allowed to con,1,1,Senegal,v779,"na-a female teacher infected with hiv, but is not sick, should be allowed to con"
a female teacher infected with hiv but is not sick should be allowed to contin,30,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia,v779,"A female teacher infected with HIV, but is not sick, should be allowed to contin | a female teacher infected with hiv, but is not sick, should be allowed to contin"
a healthy looking person can have aids,1,1,Gana,v756,a healthy looking person can have aids
a healthy looking person can have hiv,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v756,A healthy looking person can have HIV | a healthy looking person can have hiv | na - a healthy looking person can have hiv | na-a healthy looking person can have hiv
a male female teacher infected with hiv but is not sick should be allowed to c,1,1,Angola,v779,"a male/female teacher infected with hiv, but is not sick, should be allowed to c"
a male teacher infected with hiv but is not sick should be allowed to continue,1,1,Tanzânia,s635a,"A male teacher infected with HIV, but is not sick, should be allowed to continue"
a new syringe was used,1,1,Tanzânia,s499e,a new syringe was used?
a parent is justified hitting or beating his her children if he she disobeys,1,1,Ruanda,s827a,a parent is justified hitting or beating his/her children if he/she disobeys
a parent is justified hitting or beating his her children if he she embarraassed,1,1,Ruanda,s827c,a parent is justified hitting or beating his/her children if he/she embarraassed
a parent is justified hitting or beating his her children if he she is impolite,1,1,Ruanda,s827b,a parent is justified hitting or beating his/her children if he/she is impolite
a person can do something to prevent hiv after an exposure,1,1,Lesoto,s1009a,a person can do something to prevent hiv after an exposure
a quoi sert un vaccin,1,1,Burundi,s437,a quoi sert un vaccin
a tractor,1,1,Gana,s129d,a tractor
aa asaq combined amodaiquine and artesunate,1,6,Malaui,ml13e_1 | ml13e_2 | ml13e_3 | ml13e_4 | ml13e_5 | ml13e_6,aa/asaq (combined amodaiquine and artesunate)
aa asaq combined with amodiaquine and artesunate,1,6,Malaui,h37e_1 | h37e_2 | h37e_3 | h37e_4 | h37e_5 | h37e_6,aa/asaq (combined with amodiaquine and artesunate)
abdominal pain,1,1,Ruanda,v785a,abdominal pain
able to breastfeed right after birth,1,6,Angola,s230a_1 | s230a_2 | s230a_3 | s230a_4 | s230a_5 | s230a_6,able to breastfeed right after birth
able to change in privacy during last menstrual cycle,18,1,Angola | Burkina Faso | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Libéria | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia,v248,able to change in privacy during last menstrual cycle | na - able to change in privacy during last menstrual cycle
able to read,1,1,Angola,s116a,able to read
able to reduce your menstruation related pain,1,1,Ruanda,s239c,able to reduce your menstruation related pain
able to wash and change at home during last period,1,1,Senegal,s239c,able to wash and change at home during last period
able to work with someone treated with tb,1,1,Moçambique,s1206,able to work with someone treated with tb
able to write,1,1,Angola,s116b,able to write
abortion any post consultation cg,1,1,Congo (Brazzaville),s229l,abortion: any post-consultation {cg}
abortion assistance abortionist,1,1,Congo (Brazzaville),s243h,abortion assistance: abortionist
abortion assistance auxiliary midwife,2,2,Congo (Brazzaville) | Gabão,s243c | s243d,abortion assistance: auxiliary midwife
abortion assistance auxiliary nurse,1,1,Congo (Brazzaville),s243e,abortion assistance: auxiliary nurse
abortion assistance doctor,2,1,Congo (Brazzaville) | Gabão,s243a,abortion assistance: doctor
abortion assistance midwife,2,1,Congo (Brazzaville) | Gabão,s243b,abortion assistance: midwife
abortion assistance no one,2,1,Congo (Brazzaville) | Gabão,s243y,abortion assistance: no one
abortion assistance nurse,2,2,Congo (Brazzaville) | Gabão,s243c | s243d,abortion assistance: nurse
abortion assistance other,2,1,Congo (Brazzaville) | Gabão,s243x,abortion assistance: other
abortion assistance relatives friends,2,2,Congo (Brazzaville) | Gabão,s243i | s243l,abortion assistance: relatives/friends
abortion assistance stretcher bearer,1,1,Gabão,s243f,abortion assistance: stretcher bearer
abortion assistance traditional birth attendant,1,1,Congo (Brazzaville),s243g,abortion assistance: traditional birth attendant
abortion assistance traditional birth attendant abortionist,1,1,Gabão,s243j,abortion assistance: traditional birth attendant / abortionist
abortion assistance traditional healer,1,1,Gabão,s243k,abortion assistance: traditional healer
abortion assistance trained birth attendant,2,2,Congo (Brazzaville) | Gabão,s243e | s243f,abortion assistance: trained birth attendant
abortion assisted by auxiliary cg,1,1,Congo (Brazzaville),s229ke,abortion: assisted by auxiliary {cg}
abortion assisted by friends relatives cg,1,1,Congo (Brazzaville),s229ki,"abortion: assisted by friends, relatives {cg}"
abortion assisted by matrone cg,1,1,Congo (Brazzaville),s229kd,abortion: assisted by matrone {cg}
abortion assisted by medical doctor cg,1,1,Congo (Brazzaville),s229ka,abortion: assisted by medical doctor {cg}
abortion assisted by midwife cg,1,1,Congo (Brazzaville),s229kb,abortion: assisted by midwife {cg}
abortion assisted by none cg,1,1,Congo (Brazzaville),s229ky,abortion: assisted by none {cg}
abortion assisted by nurse cg,1,1,Congo (Brazzaville),s229kc,abortion: assisted by nurse {cg}
abortion assisted by other cg,1,1,Congo (Brazzaville),s229kx,abortion: assisted by other {cg}
abortion assisted by tba cg,1,1,Congo (Brazzaville),s229kf,abortion: assisted by tba {cg}
abortion assisted by tradi therapeute cg,1,1,Congo (Brazzaville),s229kg,abortion: assisted by tradi-thérapeute {cg}
abortion consulted auxiliary cg,1,1,Congo (Brazzaville),s229mf,abortion: consulted auxiliary {cg}
abortion consulted gynecologist cg,1,1,Congo (Brazzaville),s229ma,abortion: consulted gynecologist {cg}
abortion consulted matrone cg,1,1,Congo (Brazzaville),s229me,abortion: consulted matrone {cg}
abortion consulted midwife cg,1,1,Congo (Brazzaville),s229mc,abortion: consulted midwife {cg}
abortion consulted nurse cg,1,1,Congo (Brazzaville),s229md,abortion: consulted nurse {cg}
abortion consulted other doctor cg,1,1,Congo (Brazzaville),s229mb,abortion: consulted other doctor {cg}
abortion consulted other persons cg,1,1,Congo (Brazzaville),s229mx,abortion: consulted other persons {cg}
abortion cost,1,2,Gabão,s238ma | s240,abortion cost
abortion had any complications cg,1,1,Congo (Brazzaville),s229n,abortion: had any complications {cg}
abortion is allowed in mozambique,1,1,Moçambique,s1102a,abortion is allowed in mozambique
abortion main reason cg,1,1,Congo (Brazzaville),s229h,abortion: main reason {cg}
abortion place for aborting cg,1,1,Congo (Brazzaville),s229j,abortion: place for aborting {cg}
abortion using aspiration cg,1,1,Congo (Brazzaville),s229ib,abortion: using aspiration {cg}
abortion using autre procedure cg,1,1,Congo (Brazzaville),s229ix,abortion: using autre procédure {cg}
abortion using dilatation et curetage cg,1,1,Congo (Brazzaville),s229ia,abortion: using dilatation et curetage {cg}
abortion using dk cg,1,1,Congo (Brazzaville),s229iz,abortion: using dk {cg}
abortion using injections cg,1,1,Congo (Brazzaville),s229id,abortion: using injections {cg}
abortion using pills cg,1,1,Congo (Brazzaville),s229ie,abortion: using pills {cg}
abortion using plantes decoctions cg,1,1,Congo (Brazzaville),s229if,"abortion: using plantes, décoctions {cg}"
abortion using sonde cg,1,1,Congo (Brazzaville),s229ic,abortion: using sonde {cg}
abortion who decided cg,1,1,Congo (Brazzaville),s229f,abortion: who decided {cg}
abortion who pushed to cg,1,1,Congo (Brazzaville),s229g,abortion: who pushed to {cg}
about how many years ago was your last birth,1,1,Moçambique,s140,about how many years ago was your last birth?
about menstruation,1,1,Ruanda,s240a,about menstruation
abpf place to take for tx,1,1,Benin,s490bj,abpf: place to take for tx
accept condoms for free,1,1,Burkina Faso,s518f,accept condoms for free
accept media message,1,1,Quênia,v366,accept. media message -     na
accept y of message incl dk,1,1,Senegal,s335,accept'y of message (incl.dk)
acceptability of aids in media,1,1,Senegal,s359,acceptability of aids in media
acceptability of fp campaign in newspapers,1,1,Gabão,s617ac,acceptability of fp campaign in newspapers
acceptability of fp campaign in religious places,1,1,Gabão,s617ae,acceptability of fp campaign in religious places
acceptability of fp campaign on posters,1,1,Gabão,s617ad,acceptability of fp campaign on posters
acceptability of info on condoms in newspaper magazine,1,1,Nigéria,s530c,acceptability of info on condoms in newspaper / magazine
acceptability of info on condoms on television,1,1,Nigéria,s530b,acceptability of info on condoms on television
acceptability of info on condoms on the radio,1,1,Nigéria,s530a,acceptability of info on condoms on the radio
acceptability of media message,19,2,Burkina Faso | Burundi | Camarões | Gana | Libéria | Madagascar | Malaui | Mali | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Sudão | Tanzânia | Togo | Zimbábue | Zâmbia,smq212 | v366,acceptability of media message
acceptability of radio me,1,1,Tanzânia,v366a,acceptability of radio me - na
acceptability of radio message,20,1,Benin | Burkina Faso | Camarões | Chade | Comores | Costa do Marfim | Gabão | Gana | Guiné | Madagascar | Mali | Moçambique | Níger | Quênia | República Centro-Africana | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v366a,acceptability of radio message | acceptability of radio message - na
acceptability of tv messa,1,1,Tanzânia,v366b,acceptability of tv messa - na
acceptability of tv message,20,1,Benin | Burkina Faso | Camarões | Chade | Comores | Costa do Marfim | Gabão | Gana | Guiné | Madagascar | Mali | Moçambique | Níger | Quênia | República Centro-Africana | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v366b,acceptability of tv message | acceptability of tv message - na
acceptable for person with aids to continue to work w people,1,1,Benin,s817a,acceptable for person with aids to continue to work w/people
acceptable for woman to ask man to use condom if he has std,1,1,Tanzânia,s527,acceptable for woman to ask man to use condom if he has std
acceptable fp inf by cbd,1,1,Zimbábue,s617c,acceptable fp inf. by cbd
acceptable fp on radio,1,1,Zâmbia,s335a,acceptable fp on radio
acceptable fp on television,1,1,Zâmbia,s335b,acceptable fp on television
acceptable liquids,1,6,Madagascar,s459g_1 | s459g_2 | s459g_3 | s459g_4 | s459g_5 | s459g_6,acceptable liquids
acceptable radio,1,1,Zâmbia,sb813a,acceptable - radio
acceptable talking about aids during cultural activities,1,1,Benin,s843ef,acceptable talking about aids: during cultural activities
acceptable talking about aids in brochures,1,1,Benin,s843ee,acceptable talking about aids: in brochures
acceptable talking about aids in newspapers,1,1,Benin,s843ec,acceptable talking about aids: in newspapers
acceptable talking about aids in school,1,1,Benin,s843eg,acceptable talking about aids: in school
acceptable talking about aids on posters,1,1,Benin,s843ed,acceptable talking about aids: on posters
acceptable talking about aids on radio,1,1,Benin,s843ea,acceptable talking about aids: on radio
acceptable talking about aids on tv,1,1,Benin,s843eb,acceptable talking about aids: on tv
acceptable television,1,1,Zâmbia,sb813b,acceptable - television
acceptable to advertise condoms billboards,1,1,Quênia,s648d,acceptable to advertise condoms: billboards
acceptable to advertise condoms newspaper or magazine,1,1,Quênia,s648c,acceptable to advertise condoms: newspaper or magazine
acceptable to advertise condoms radio,1,1,Quênia,s648a,acceptable to advertise condoms: radio
acceptable to advertise condoms tv,1,1,Quênia,s648b,acceptable to advertise condoms: tv
acceptable to ask partner to use condom if known to have std,1,1,Senegal,s629,acceptable to ask partner to use condom if known to have std
acceptable to discuss aid,4,6,Benin | Gana | Namíbia | Quênia,v759d | v759e | v759f | v759g | v759h | v759i,acceptable to discuss aid - na
acceptable to discuss aid nanewspapers,1,1,Quênia,v759c,acceptable to discuss aid - nanewspapers
acceptable to discuss aid naradio,1,1,Quênia,v759a,acceptable to discuss aid - naradio
acceptable to discuss aid natv,1,1,Quênia,v759b,acceptable to discuss aid - natv
acceptable to discuss aids,11,9,Burkina Faso | Camarões | Etiópia | Malaui | Mali | Moçambique | Nigéria | Ruanda | Senegal | Zimbábue | Zâmbia,v759a | v759b | v759c | v759d | v759e | v759f | v759g | v759h | v759i,acceptable to discuss aids -na | acceptable to discuss aids-na | acceptable to discuss aids:-na
acceptable to discuss aids affiche,1,1,Benin,v759d,acceptable to discuss aids: affiche
acceptable to discuss aids at community information events,1,1,Mali,v759f,acceptable to discuss aids: at community information events
acceptable to discuss aids at home,1,1,Nigéria,v759e,acceptable to discuss aids: at home
acceptable to discuss aids bakapilesy film cs,1,1,Madagascar,v759i,acceptable to discuss aids: bakapilesy film (cs)
acceptable to discuss aids brochures,2,1,Benin | Mali,v759e,acceptable to discuss aids: brochures
acceptable to discuss aids cs,7,6,Chade | Etiópia | Guiné | Lesoto | Malaui | Ruanda | Tanzânia,v759d | v759e | v759f | v759g | v759h | v759i,acceptable to discuss aids: cs | acceptable to discuss aids: cs - na | na - acceptable to discuss aids: cs | na-acceptable to discuss aids: cs
acceptable to discuss aids cultural animation,1,1,Benin,v759f,acceptable to discuss aids: cultural animation
acceptable to discuss aids cultural animations,1,1,Madagascar,v759g,acceptable to discuss aids: cultural animations
acceptable to discuss aids educational theatre,1,1,Burkina Faso,v759f,acceptable to discuss aids:-na educational theatre
acceptable to discuss aids in brochures,1,1,Burkina Faso,v759e,acceptable to discuss aids:-na  in brochures
acceptable to discuss aids in church mosque,1,1,Nigéria,v759d,acceptable to discuss aids: in church / mosque
acceptable to discuss aids in newspapers,16,1,Benin | Burkina Faso | Chade | Etiópia | Gana | Guiné | Lesoto | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Ruanda | Tanzânia | Zimbábue,v759c,acceptable to discuss aids -na in newspapers | acceptable to discuss aids in newspapers | na - acceptable to discuss aids in newspapers | na-acceptable to discuss aids in newspapers
acceptable to discuss aids in places of worship,1,1,Chade,v759e,acceptable to discuss aids in places of worship
acceptable to discuss aids in posters,1,1,Chade,v759d,acceptable to discuss aids in posters
acceptable to discuss aids in school,1,1,Burkina Faso,v759g,acceptable to discuss aids:-na in school
acceptable to discuss aids in schools,1,1,Mali,v759g,acceptable to discuss aids: in schools
acceptable to discuss aids in shool,1,1,Nigéria,v759f,acceptable to discuss aids: in shool
acceptable to discuss aids mobile cinema cs,1,1,Madagascar,v759h,acceptable to discuss aids: mobile cinema (cs)
acceptable to discuss aids on posters,1,1,Burkina Faso,v759d,acceptable to discuss aids:-na on posters
